,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,rating
60437,US,"It's all there in this Chardonnay, with barrel influences of butterscotch and toast, crisp Russian River acidity, and ripe flavors of pineapples, Meyer lemons, limes and green apples. Feels a bit sharp, so don't over-chill, and you can even give it a decant.",,87,30.0,California,Russian River Valley,Sonoma,,,Bourassa Vineyards 2008 Chardonnay (Russian River Valley),Chardonnay,Bourassa Vineyards,Low
20585,US,"With its raisiny aroma that hits the nose first, this lacks desirable freshness. On the light- to medium-bodied palate, a strawberry note surfaces, which leads into the short-lived finish.",,82,14.0,Virginia,Monticello,,,,Trump 2011 Rosé (Monticello),Rosé,Trump,Low
77675,US,"Packs a fruity punch, with masses of oranges, pineapples and Meyer lemons. Barrel fermentation and aging adds flavors of buttered toast, honey and butterscotch. Despite brisk acidity, lush and soft in style.",,84,22.0,California,Monterey,Central Coast,,,San Simeon 2011 Chardonnay (Monterey),Chardonnay,San Simeon,Low
44088,Italy,"Funky aromas that recall game and farmyard carry over to the palate along with sweet vanilla and toast. Warm and forward, it ends on an overripe, overly sweet note.",,84,28.0,Tuscany,Rosso di Montalcino,,Kerin O’Keefe,@kerinokeefe,La Togata 2012  Rosso di Montalcino,Sangiovese,La Togata,Low
43539,US,The aromas of apple and petroleum jelly are light and lead to sweeter-leaning off-dry fruit flavors. It provides easy drinking appeal.,,86,10.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Sagelands 2015 Pinot Gris (Columbia Valley (WA)),Pinot Gris,Sagelands,Low
79500,US,"Lively and zesty on the nose, this bottling shows aromas of crushed cranberry, fennel, sagebrush and the lightest hint of Earl Grey tea, almost leaning into Kalamata olives. Pencil lead, tarragon, olive, black pepper, sage and pine sap hit on the palate, with an underlying base of rose buds, lavender and tart plums. Only 140 cases were made, so get it fast.",,94,40.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Point & Line 2014 Pinot Noir (Sta. Rita Hills),Pinot Noir,Point & Line,High
30137,France,"This is a bright and fruity wine, fresh and full of strawberry, cherry and red stone fruits. Plenty of acidity is well integrated into the general fruitiness. Drink now.",,85,15.0,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Domaine Dupeuble Père et Fils 2013  Beaujolais,Gamay,Domaine Dupeuble Père et Fils,Low
48087,Turkey,"Aromas of apricot and rose petal prepare the palate for flavors of peach and grapefruit, with a hint of sage. Refreshing acidity on the palate and a splash of pineapple on the finish make this lively and bright.",Reserve,87,25.0,Ankara,,,Mike DeSimone,@worldwineguys,Vinkara 2014 Reserve Narince (Ankara),Narince,Vinkara,Low
20657,US,"A Viognier full of peach, honey and grapefruit sweetness that finishes dry. The wine is easygoing, pleasant and eye-poppingly low in alcohol, an intriguing combination of factors from this Temecula Valley-based producer.",,87,22.0,California,Temecula Valley,South Coast,Virginie Boone,@vboone,Generation 7 2009 Viognier (Temecula Valley),Viognier,Generation 7,Low
64033,US,This relatively light wine smells and tastes like strawberries and raspberries. It has good balance and a straightforward texture.,,86,16.0,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Zinsane 2014 Zinfandel (Lodi),Zinfandel,Zinsane,Low
74534,US,"Very high in alcohol, nearly 18% abv, which gives the sweet blackberry, blueberry and chocolate flavors some heat. It lacks some complexity, and is too soft for development, but it's luscious. Drink up.",Zintage,86,39.0,California,Napa Valley,Napa,,,Kasuari 2007 Zintage Zinfandel (Napa Valley),Zinfandel,Kasuari,Low
69357,US,"From one of the larger estates in the Edna Valley, this wine has sweet-smelling plum, cherry candy and grenadine aromas. The palate is front-loaded with sagebrush, thyme, dried lavender and rosemary notes, while a hibiscus flavor unfolds in the background.",Estate Grown,92,40.0,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Chamisal Vineyards 2015 Estate Grown Pinot Noir (Edna Valley),Pinot Noir,Chamisal Vineyards,High
36008,Spain,"Aromas of scrambled eggs are cidery and flat. This feels soft and unfocused, with low acidity and a mild bead. Green flavors of lettuce and herbs are more salad-like than fruity, while the finish is soft and lacking in edge.",Brut Reserva,84,13.0,Catalonia,Cava,,Michael Schachner,@wineschach,En Fuego NV Brut Reserva Sparkling (Cava),Sparkling Blend,En Fuego,Low
10382,France,"Smoky aromas add to the red fruits and manifest themselves on the palate as the spicy, toasty wood aging. The fruits are still developing, a series of rich berries and currants that will be ripe and generous. For the moment, the dry tannins dominate, so give this wine until 2018.",Teurons Premier Cru,93,72.0,Burgundy,Beaune,,Roger Voss,@vossroger,Albert Morot 2012 Teurons Premier Cru  (Beaune),Pinot Noir,Albert Morot,High
49951,Argentina,"A light, mildly stemmy and roasted Pinot with medium body and a solid mouthfeel. While not all that aromatic, the wine tastes of strawberry, raspberry and rhubarb, and there are accents of pepper and herbs along the way and on the finish. Shows good weight and color.",Selección,85,16.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Alamos 2007 Selección Pinot Noir (Mendoza),Pinot Noir,Alamos,Low
69129,US,"Brooding aromas of earth, tobacco, spice and red fruit lead to plentiful savory tobacco and mesquite flavors. It seems a bit dried out.",Erletxe,87,27.0,Idaho,,,Sean P. Sullivan,@wawinereport,Bitner 2012 Erletxe Tempranillo,Tempranillo,Bitner,Low
16094,US,"Reserved aromas of cherry, cranberry, pencil lead and barrel spice lead to sweet fruit flavors back by lightly grainy tannins.",Cowcatcher Red,87,24.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Dumas Station 2014 Cowcatcher Red Red (Walla Walla Valley (WA)),Red Blend,Dumas Station,Low
16992,France,"This is more about elegance than power, a fresh wine with sweet fruit, and so elegant. The tannins do promise some good aging, but this is not a long-term wine. Hold for 8–10 years, but it is already a pleasure to drink.",,91,,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Domaine de Chevalier 2005  Pessac-Léognan,Bordeaux-style Red Blend,Domaine de Chevalier,High
39698,France,"Young, fresh and fruity, this wine is bright and attractive. It has a strong juicy element along with red-currant liveliness and only a touch of tannins. It will mature early, so drink from the end of 2016.",,87,20.0,Bordeaux,Côtes de Bourg,,Roger Voss,@vossroger,Château Fleur de Plaisance 2014  Côtes de Bourg,Bordeaux-style Red Blend,Château Fleur de Plaisance,Low
72665,Chile,"Savory, spicy aromas of saucy fruit, fennel and sausage are gamy, herbal and interesting. This is plush and big on the palate, with weight and depth. Flavors of spiced plum and berry are ripe given that 2011 was a cool year for warm-weather varieties like this.",Gran Reserva,87,18.0,Maipo Valley,,,Michael Schachner,@wineschach,Viña Tarapacá 2011 Gran Reserva Carmenère (Maipo Valley),Carmenère,Viña Tarapacá,Low
35872,Portugal,"A ripe and fruity wine, it is full of bright red fruits, very soft tannins and juicy acidity. It's just the wine for drinking young, so drink this summer through 2015.",Tinto,85,,Tejo,,,Roger Voss,@vossroger,Moura Basto 2013 Tinto Red (Tejo),Portuguese Red,Moura Basto,Low
31667,France,"An elegant wine, it manages to embrace its rich fruit and still show style. There is an opulent texture, driven by ripe Merlot, yet the wine is also fresh and crisp, full of black currant fruit. Drink from 2017.",,93,,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Pavie Macquin 2011  Saint-Émilion,Bordeaux-style Red Blend,Château Pavie Macquin,High
3917,France,"A strongly toasty aroma leads to a spicy, wood-laden wine. The fruit has been suppressed by the over-enthusiastic wood aging. It might soften, so wait until 2018.",Vieilles Vignes,87,,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Pascal Rollet 2015 Vieilles Vignes  (Pouilly-Fuissé),Chardonnay,Pascal Rollet,Low
28777,US,"This 100% Cab will strike some cult Cabernet addicts as old-fashioned. It's  bone dry and firm in tannins, with an herb and olive tapenade taste to the riper currants and blackberries. Virtually guaranteed to age, this elegant young wine should be best between 2010 and 2016.",Michael Anthony,93,55.0,California,St. Helena,Napa,,,Cefalu' 2004 Michael Anthony Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Cefalu',High
49468,US,"An average, slightly raw Syrah, with edgy tannins that finish with a bit of a scowl. Packed inside are blackberry, currant, cocoa, pepper and herb flavors.",Black-Chinned,83,18.0,California,Central Coast,Central Coast,,,Clos La Chance 2005 Black-Chinned Syrah (Central Coast),Syrah,Clos La Chance,Low
26485,Italy,"The Conterno Fantino is one of the lighter, grapier Dolcettos tasted. Plenty of dark fruit, an easygoing personality and nicely balanced with a solid finish. Amiable rather than profound.",Bricco Bastia,84,23.0,Piedmont,Dolcetto d'Alba,,,,Conterno Fantino 2005 Bricco Bastia  (Dolcetto d'Alba),Dolcetto,Conterno Fantino,Low
52796,France,"This is perfumed and lemony, almost to the point of resembling furniture polish. It's pleasantly silky in texture, but the recurring notes of white pepper and citrus become somewhat one-dimensional and slightly bitter on the finish.",Domaine du Paparotier,83,30.0,Rhône Valley,Muscat de Beaumes de Venise,,Joe Czerwinski,@JoeCz,Vignobles de Balma Venitia 2011 Domaine du Paparotier  (Muscat de Beaumes de Venise),Muscat,Vignobles de Balma Venitia,Low
36736,US,"Crystal Valley is a Cosentino brand, and this single-vineyard wine is fruity and tasty, with the rich, honeyed texture of a fully ripe wine. Has a kiss of oak and a nice, long, citrusy finish.",Mohr-Fry Vineyards,85,14.0,California,Lodi,Central Valley,,,Crystal Valley Cellars 2001 Mohr-Fry Vineyards Sauvignon Blanc (Lodi),Sauvignon Blanc,Crystal Valley Cellars,Low
44622,US,"Light and oxidative, with soft, toasty buttery flavors. The fruit is hidden behind all the buttered popcorn flavors. It's drinking well enough at the moment, but aging very quickly.",,85,24.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Holmes Harbor Cellars 2006 Chardonnay (Yakima Valley),Chardonnay,Holmes Harbor Cellars,Low
36079,Argentina,"Undefined black fruit aromas are average at best, while the cherry fruit is decent but citric. This wine shows too little to warrant much attention; it's brittle but persisent, with thin, cleansing acids throughout.",,82,12.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,St. Lucas 2006 Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,St. Lucas,Low
21016,France,"Originally planted by monks in the 12th century, this vineyard has produced an intensely herbaceous wine. Steely and crisp with grapefruit and gooseberry flavors, the wine's texture brings out the chalky soil. Still young, it will be better from 2018.",Les Vignes de Saint-Laurent l'Abbaye,92,22.0,Loire Valley,Pouilly-Fumé,,Roger Voss,@vossroger,Domaine Chatelain 2015 Les Vignes de Saint-Laurent l'Abbaye  (Pouilly-Fumé),Sauvignon Blanc,Domaine Chatelain,High
11656,Portugal,"Named after the Knights Templar who were headquartered in the Tejo region of Portugal in the Middle Ages, this estate has produced a fruity, soft and rounded white wine. It has an attractively aromatic character from the inclusion of Riesling and Moscatel in the blend. Wait until the end of 2015 before drinking.",Herdade dos Templários Branco,85,14.0,Tejo,,,Roger Voss,@vossroger,Quinta do Cavalinho 2014 Herdade dos Templários Branco White (Tejo),Portuguese White,Quinta do Cavalinho,Low
5318,Italy,"This bold red opens with aromas of resin, stewed plum, leather, cake spice and a balsamic note. The chewy palate doles out dried black cherry, blackberry jam, candied nectarine zest and licorice while big velvety tannins provide enveloping support. A pipe tobacco sensation closes the finish. Drink 2018–2028.",Campomasua,93,79.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Venturini Massimino 2010 Campomasua  (Amarone della Valpolicella Classico),Red Blend,Venturini Massimino,High
66314,US,"Done entirely in stainless steel tanks, this includes a percentage of fruit from Girardet's original 1971 plantings. It went through full malolactic, resulting in a broad, somewhat dilute wine with lightly spiced flavors of green and yellow apples. Notes of lemongrass and metal come up in the finish.",,85,20.0,Oregon,Umpqua Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Girardet 2012 Chardonnay (Umpqua Valley),Chardonnay,Girardet,Low
57365,France,"This soft wine has red fruits attractively embedded in the bright texture. The relatively high dosage results in its fruity character. Simple in texture, the wine is ready to drink.",Brut Rosé,86,47.0,Champagne,Champagne,,Roger Voss,@vossroger,Chassenay d'Arce NV Brut Rosé  (Champagne),Champagne Blend,Chassenay d'Arce,Low
73145,US,"A value-priced California Zin from the folks at Sobon in Amador County, this wine is jammy in blackberry flavor, meaty with traces of tobacco. While the finish is long it's also piqued with a taste of high alcohol.",Special Reserve,85,11.0,California,California,California Other,Virginie Boone,@vboone,Shenandoah 2011 Special Reserve Zinfandel (California),Zinfandel,Shenandoah,Low
22140,Spain,"A little sluggish on the nose, but if you concentrate on the feel and overall balance the wine grades out fairly well. The flavors run from pickled raspberry to salty plum, and never is the wine very sweet or rich. Conversely, it settles on tight and lean, with juiciness rather than pulp.",Añada,84,15.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Lar de Paula 2005 Añada  (Rioja),Tempranillo,Lar de Paula,Low
